,time_taken,delivery_person_age,delivery_person_ratings,beeline_distance,type_of_order_Buffet,type_of_order_Meal,type_of_order_Snack,type_of_vehicle_bicycle,type_of_vehicle_electric_scooter,type_of_vehicle_scooter
19103,15,25,4.6,9.435201537430713,0,1,0,0,0,0
19104,40,34,4.0,19.395819534340987,1,0,0,0,1,0
19105,15,28,4.5,19.76218981785925,0,0,1,0,0,0
19106,26,34,4.2,7.761779919073711,0,0,1,0,0,0
19107,37,25,4.6,12.48470710194412,0,1,0,0,0,0
19108,43,29,4.6,19.976095320024395,1,0,0,0,0,0
19109,24,32,4.8,19.761050003538962,0,0,0,0,0,1
19110,18,25,4.5,9.17431677402621,0,0,1,0,0,1
19111,36,25,2.9,13.907355216213709,1,0,0,0,0,1
19112,20,22,4.6,4.610367445745056,0,0,1,0,0,0
19113,18,26,4.6,16.83046129455743,1,0,0,0,0,0
19114,11,24,4.8,3.145067434621583,0,1,0,0,0,1
19115,18,29,4.6,7.57343592001983,1,0,0,0,0,1
19116,30,36,4.7,7.448363764234237,1,0,0,0,0,0
19117,40,35,3.8,17.09799793130139,1,0,0,0,0,0
19118,19,30,4.9,9.121794088990223,0,1,0,0,0,0
19119,18,22,5.0,1.5527821295482669,0,1,0,0,0,0
19120,28,32,4.4,9.088078142011637,0,1,0,0,0,0
19121,20,36,4.9,19.916432533839362,0,0,1,0,0,1
19122,43,39,4.4,9.362872174066457,0,0,0,0,0,0
19123,29,33,4.5,12.421242442902571,0,1,0,0,0,1
19124,21,37,4.5,20.853653606522474,0,0,1,0,0,0
19125,33,37,4.2,3.0407902113990954,0,0,1,0,0,1
19126,30,37,4.8,8.942954308598226,0,0,1,0,0,1
19127,31,34,4.2,12.419709768770852,0,0,1,0,0,1
19128,34,30,4.2,9.313300003113902,1,0,0,0,0,0
19129,34,20,3.2,10.433242609954101,0,1,0,0,0,1
19130,11,28,4.8,8.810418322295613,0,1,0,0,0,1
19131,18,30,4.7,12.253528674537144,1,0,0,0,0,0
19132,22,25,4.5,13.971759900424741,0,0,0,0,0,0
19133,15,22,4.9,9.31399060766806,0,0,1,0,0,1
19134,33,34,4.2,13.682504886916606,0,0,1,0,0,0
19135,26,22,5.0,12.419634114062015,0,0,0,0,0,0
19136,15,26,4.8,12.434913132379245,1,0,0,0,0,0
19137,19,22,4.8,5.960265171500215,0,0,1,0,0,0
19138,49,33,4.3,17.137407700371956,0,1,0,0,0,0
19139,30,38,4.6,10.723286946137815,1,0,0,0,1,0
19140,21,37,4.7,16.635451215537916,1,0,0,0,0,1
19141,27,32,4.7,6.040081211062099,0,0,1,0,0,0
19142,32,37,4.4,3.0605561405264683,0,0,0,0,0,0
19143,27,26,5.0,17.29786575291325,0,1,0,0,0,0
19144,34,37,3.3,10.906324615073057,1,0,0,0,0,0
19145,18,25,4.5,12.161605446010208,0,1,0,0,0,0
19146,19,29,4.8,19.884989093916975,1,0,0,0,0,1
19147,32,36,4.6,4.596576884051942,0,0,0,0,0,0
19148,26,36,4.6,3.1162485097900614,0,1,0,0,1,0
19149,19,38,4.6,3.025377321543807,0,0,1,0,0,1
19150,23,35,4.6,16.41134103981494,0,0,1,0,0,0
19151,29,26,5.0,6.120777222727991,0,0,1,0,0,0
19152,39,39,4.0,1.5298767913547426,0,0,1,0,0,0
19153,33,23,4.9,9.060226100288048,1,0,0,0,0,0
19154,16,28,4.6,10.867352908691128,0,0,1,0,0,0
19155,38,21,4.8,20.252967850083056,0,0,0,0,0,0
19156,12,24,4.5,12.09893438000095,1,0,0,0,0,1
19157,25,31,4.9,12.074063090452917,0,1,0,0,0,0
19158,20,34,4.9,12.419464414087114,0,1,0,0,0,1
19159,26,34,4.7,6.128757701629757,0,0,0,0,0,0
19160,24,28,4.9,5.958965689667192,0,1,0,0,0,0
19161,47,30,4.1,16.63531520325545,0,0,1,0,0,0
19162,49,33,4.6,10.757499697083244,1,0,0,0,0,0
19163,24,32,4.9,3.0736606152903136,0,0,1,0,0,1
19164,22,21,4.8,6.232152800668749,0,1,0,0,0,0
19165,15,20,4.8,19.975520086221444,0,0,0,0,0,1
19166,16,37,4.7,4.537860442229041,1,0,0,0,0,1
19167,36,36,4.9,12.421242442902571,0,0,1,0,0,0
19168,13,26,4.9,8.92906001215989,1,0,0,0,1,0
19169,43,32,4.6,10.707675026486205,0,0,0,0,0,0
19170,35,30,4.9,7.790237052802913,0,0,0,0,0,0
19171,16,24,4.9,1.5126021292430178,0,1,0,0,0,1
19172,20,36,5.0,1.552697443893239,0,0,0,0,0,0
19173,33,29,4.6,5.860424706255913,0,0,1,0,0,0
19174,23,29,4.6,12.291841945089606,0,0,1,0,0,0
19175,36,38,4.2,16.72060564152958,1,0,0,0,0,0
19176,25,32,4.7,7.6831914051315,0,0,0,0,0,1
19177,28,35,4.9,16.72211837577326,0,0,0,0,1,0
19178,21,23,4.5,19.976027554946448,0,0,1,0,0,0
19179,39,32,3.5,16.384467035863942,0,0,0,0,0,1
19180,20,29,4.3,7.660348489150972,0,0,1,0,0,0
19181,39,35,4.5,10.565936169903516,0,1,0,0,0,0
19182,32,33,5.0,7.648947507755509,0,0,0,0,0,0
19183,22,20,5.0,3.1092107394969077,1,0,0,0,0,0
19184,34,30,4.7,8.940047176804278,0,1,0,0,0,1
19185,17,38,4.8,3.025345653222032,0,1,0,0,0,1
19186,17,36,4.8,4.717601092054723,0,0,1,0,0,1
19187,19,36,4.8,4.717601092054723,0,0,1,0,1,0
19188,54,32,4.9,16.368574783911853,0,0,1,0,0,0
19189,22,39,4.5,19.761050003538962,0,0,1,0,0,0
19190,28,21,4.6,17.074904296042025,0,0,1,0,0,0
19191,43,21,4.8,17.29786575291325,0,0,0,0,0,0
19192,23,23,4.8,2.9795210494999234,0,1,0,0,0,0
19193,20,22,4.6,20.96825171119979,1,0,0,0,0,1
19194,37,33,4.8,13.830084721845328,1,0,0,0,0,1
19195,18,27,4.9,11.919595217848318,0,0,1,0,0,0
19196,48,38,4.4,10.642292301678435,0,1,0,0,0,0
19197,31,23,4.0,10.881197531246407,0,1,0,0,0,1
19198,27,29,4.6,4.6103798439313035,0,0,1,0,0,0
19199,29,27,4.6,14.15280068944862,1,0,0,0,0,0
19200,26,25,4.9,19.915731481294102,1,0,0,0,0,0
19201,18,33,4.6,3.116127220771153,0,0,1,0,0,1
19202,17,37,4.8,13.830206237242956,1,0,0,0,0,0
19203,15,37,4.8,3.073687981631253,0,0,1,0,0,1
19204,31,39,4.2,4.657591594952301,0,1,0,0,0,0
19205,26,34,4.8,12.464329547626274,0,0,1,0,0,0
19206,18,24,4.8,10.642018863256986,0,0,0,0,0,0
19207,26,26,4.4,8.938176353487746,1,0,0,0,0,0
19208,23,29,4.8,4.65694538594946,0,1,0,0,0,0
19209,22,29,4.9,6.147092755626801,0,0,1,0,1,0
19210,25,31,4.8,7.683740930982763,0,1,0,0,0,1
19211,26,22,4.9,20.252967850083056,0,0,0,0,0,1
19212,34,36,4.8,7.660205777239119,0,0,0,0,0,0
19213,16,29,4.5,12.291841945089606,0,1,0,0,0,0
19214,21,33,4.6,1.5318406299867455,1,0,0,0,0,0
19215,25,29,4.6,4.537640130462667,0,0,0,0,1,0
19216,26,38,4.6,1.5147861398649296,0,0,1,0,0,1
19217,33,28,4.0,12.46426668801362,0,0,1,0,0,0
19218,26,37,4.7,19.761110067714096,0,0,1,0,0,1
19219,15,20,4.7,6.128627670485152,0,1,0,0,1,0
19220,37,25,4.6,10.724879289478304,0,1,0,0,0,0
19221,37,21,4.4,19.34366892423054,0,0,1,0,0,0
19222,20,23,4.5,1.514793721388757,0,0,0,0,0,0
19223,18,26,5.0,9.088078142011637,0,1,0,0,0,1
19224,18,24,4.0,1.5525569843004512,0,0,0,0,0,0
19225,34,30,4.3,10.429850454296803,0,1,0,0,0,1
19226,19,37,4.7,7.573467821949916,1,0,0,0,0,1
19227,18,23,4.9,6.128249797982013,0,1,0,0,0,1
19228,34,23,4.6,12.116886186590973,0,1,0,0,0,0
19229,24,37,4.1,1.5136457231088551,0,1,0,0,0,0
19230,23,23,4.6,20.207049940573643,0,0,1,0,0,0
19231,26,32,4.8,4.610390241501909,0,0,1,0,0,0
19232,19,32,4.8,17.09819699771769,0,1,0,0,0,0
19233,35,29,4.6,6.232139486668102,1,0,0,0,0,0
19234,16,29,4.5,12.58026782240096,0,0,1,0,0,1
19235,15,26,4.6,16.8274727731461,0,1,0,0,0,0
19236,10,27,4.8,4.66345622976206,1,0,0,0,0,1
19237,16,23,4.7,7.683332672259472,0,0,0,0,0,0
19238,26,34,5.0,5.959018323622379,0,1,0,0,0,1
19239,12,25,4.5,3.040649953439472,0,1,0,0,0,1
19240,15,24,4.6,16.635451215537916,0,0,0,0,0,1
19241,25,38,4.7,9.192703790075944,0,0,1,0,0,1
19242,22,25,4.7,2.9303450916192486,0,0,0,0,0,0
19243,25,30,4.6,7.772039544673178,1,0,0,0,0,0
19244,19,29,4.7,1.5524796373051026,1,0,0,0,0,1
19245,42,32,4.8,13.973947080769717,0,1,0,0,0,0
19246,12,21,4.6,4.4054979115943596,0,0,0,0,0,0
19247,26,23,4.5,9.314976789360625,0,1,0,0,0,1
19248,21,32,4.8,3.1162479956299673,0,0,1,0,0,0
19249,21,28,4.9,6.120938502923837,0,0,1,0,0,1
19250,16,27,4.8,9.348552276072713,1,0,0,0,0,0
19251,38,36,4.0,13.413644078076244,0,1,0,0,0,0
19252,33,20,4.4,9.074744674241005,1,0,0,0,1,0
19253,16,21,4.5,10.906058503327221,1,0,0,0,0,0
19254,11,22,4.8,3.040539883060508,0,0,0,0,0,0
19255,38,34,3.6,10.86728673513013,0,0,1,0,0,1
19256,29,34,4.6,2.9846328366919774,1,0,0,0,0,0
19257,19,23,5.0,3.027094523231802,1,0,0,0,0,1
19258,28,37,4.9,6.0497653967074685,0,1,0,0,0,0
19259,24,26,5.0,9.435201537430713,0,0,0,0,0,0
19260,36,34,3.5,20.205788522337425,0,0,0,0,0,1
19261,10,24,4.6,6.037990253487766,0,0,1,0,0,1
19262,18,29,4.6,3.0295597395005274,1,0,0,0,0,0
19263,24,33,4.0,3.04081604085675,0,1,0,0,0,0
19264,17,28,4.8,4.5877613789702085,0,1,0,0,0,0
19265,38,24,5.0,7.562982485200133,0,0,1,0,0,0
19266,23,33,4.9,13.68092007746041,1,0,0,0,0,0
19267,25,33,4.7,13.58308621493501,0,1,0,0,0,1
19268,43,37,4.6,12.419787919082209,1,0,0,0,0,0
19269,40,34,4.3,13.973727486522968,0,0,0,0,1,0
19270,22,26,4.7,6.105280414496886,0,0,0,0,0,1
19271,24,36,4.6,7.8626681674103684,0,1,0,0,0,0
19272,18,20,4.7,1.4897806686912982,0,1,0,0,0,0
19273,18,20,4.9,9.175565157006737,1,0,0,0,0,0
19274,23,28,4.6,17.09806123890409,0,0,0,0,0,1
19275,37,32,4.7,4.527973054243058,1,0,0,0,0,0
19276,25,22,4.8,6.146683594473334,0,0,0,0,0,0
19277,37,38,4.6,6.147404652636644,0,1,0,0,0,1
19278,17,24,4.8,4.631778694091427,0,0,0,0,0,0
19279,24,31,4.7,16.72143013885536,0,1,0,0,0,1
19280,32,30,4.5,13.972053024557594,0,0,1,0,1,0
19281,39,32,4.9,10.865409153294227,0,0,1,0,0,0
19282,21,37,4.9,6.058919182290143,0,1,0,0,0,0
19283,20,37,4.5,7.7901565957028485,0,1,0,0,0,0
19284,42,24,4.7,10.641928366460489,0,0,1,0,0,0
19285,17,23,4.2,4.663544352411129,0,0,0,0,0,0
19286,30,23,4.6,13.622067322393534,0,0,1,0,0,0
19287,16,20,4.3,1.5580865162468949,0,1,0,0,0,0
19288,40,23,4.4,19.34359866677065,1,0,0,0,0,1
19289,26,23,4.9,7.683850219127101,0,1,0,0,0,0
19290,29,28,4.9,12.241187680095159,0,1,0,0,0,0
19291,44,35,4.8,13.63122853449607,1,0,0,0,0,1
19292,22,30,4.9,20.252959556511744,0,0,1,0,0,0
19293,21,28,4.6,9.077679565695691,1,0,0,0,0,1
19294,32,21,4.7,16.385802266862793,0,1,0,0,1,0
19295,34,29,4.1,16.83046129455743,0,0,1,0,0,0
19296,38,25,4.7,17.13751702263965,1,0,0,0,0,1
19297,28,34,4.7,13.968842021961057,0,0,0,0,0,0
19298,24,21,5.0,6.0545276744805365,0,1,0,0,0,1
19299,15,39,4.6,7.68415541716559,1,0,0,0,0,1
19300,28,36,5.0,4.561112369847916,0,0,1,0,0,0
19301,25,28,4.7,4.528289130580048,0,1,0,0,0,0
19302,20,22,4.9,6.147404652636644,1,0,0,0,1,0
19303,32,28,4.1,6.208803959900089,1,0,0,0,0,0
19304,21,27,4.9,9.315024038998043,0,0,1,0,0,1
19305,23,26,4.1,9.220550607824233,0,0,1,0,0,0
19306,13,27,4.7,4.6105980334862275,0,0,1,0,1,0
19307,18,28,4.6,1.5263832936835362,0,0,1,0,0,1
19308,12,20,4.6,3.0182264849996012,0,1,0,0,0,1
19309,24,33,4.9,19.914688541860013,0,0,0,0,0,1
19310,23,27,4.8,12.256076445468295,1,0,0,0,0,1
19311,27,26,4.9,12.100079055614344,0,0,0,0,0,1
19312,41,31,4.4,13.829019124454268,0,0,1,0,0,0
19313,29,35,4.8,16.635223376953338,0,0,1,0,0,1
19314,38,32,4.0,6.209442398392529,0,1,0,0,0,0
19315,11,31,5.0,3.105144913226864,0,0,1,0,0,1
19316,10,23,4.8,3.1048037532854496,0,1,0,0,0,0
19317,36,36,4.9,14.044169821640054,1,0,0,0,1,0
19318,27,32,5.0,2.996229260539909,0,0,0,0,0,0
19319,43,23,4.9,20.253686339517458,0,1,0,0,0,0
19320,27,26,4.6,9.121796528794311,0,1,0,0,0,1
19321,16,24,4.5,3.108983787513406,1,0,0,0,0,1
19322,17,28,4.9,4.657591594952301,0,1,0,0,0,1
19323,10,29,4.8,4.717601092054723,0,0,0,0,0,0
19324,27,33,4.9,19.76089839940378,1,0,0,0,0,1
19325,19,29,4.6,3.0406653633176113,0,0,0,0,0,0
19326,27,37,4.7,16.983521006781764,0,1,0,0,0,1
19327,23,24,5.0,7.646414103068861,0,0,1,0,0,0
19328,49,22,4.6,20.205786629218007,0,1,0,0,0,0
19329,33,38,3.9,12.58026782240096,0,0,1,0,0,1
19330,17,29,4.6,6.128684140033282,0,0,0,0,0,0
19331,20,22,4.8,8.810838587370053,0,0,0,0,0,0
19332,46,33,4.6,16.38489468676721,0,0,1,0,0,0
19333,26,35,4.8,6.037614687084906,1,0,0,0,0,0
19334,23,39,4.5,13.973947080769717,0,1,0,0,1,0
19335,17,31,4.7,4.663432062512584,0,1,0,0,0,0
19336,29,29,4.6,17.09838536204264,0,1,0,0,0,1
19337,26,30,4.8,16.65990378949706,0,1,0,0,1,0
19338,20,38,4.7,12.42069253996503,0,0,0,0,0,0
19339,33,34,4.8,7.6016147383215875,0,1,0,0,0,1
19340,36,31,4.1,16.63541627418215,0,0,1,0,0,0
19341,40,37,4.0,4.537647566708254,0,0,1,0,0,0
19342,30,27,4.7,4.539068203248639,1,0,0,0,0,0
19343,47,33,4.4,17.074116110019784,0,0,1,0,0,0
19344,33,30,4.0,7.546670729116101,0,0,0,0,0,1
19345,28,29,4.6,11.007734763744619,0,0,1,0,0,1
19346,27,34,4.9,3.116212741612218,0,0,1,0,0,0
19347,32,38,4.0,8.988054588843244,0,1,0,0,0,1
19348,47,35,4.4,10.586824027282614,0,1,0,0,0,1
19349,27,37,4.6,2.9795987013420318,0,0,0,0,0,1
19350,28,29,4.6,1.5202946823347985,0,1,0,0,0,1
19351,26,27,5.0,6.176331704964459,0,0,1,0,0,0
19352,29,29,4.6,12.241187680095159,0,1,0,0,1,0
19353,48,33,4.1,13.582342704260105,0,0,1,0,0,0
19354,17,29,4.6,6.14707622035735,0,0,0,0,1,0
19355,24,23,4.7,6.050355980667947,1,0,0,0,0,1
19356,22,38,5.0,13.828140500409722,0,0,1,0,0,1
19357,21,32,4.0,1.5526496306637072,0,1,0,0,0,0
19358,28,32,4.7,6.051989448511275,0,0,0,0,0,0
19359,19,22,4.4,8.929054495274071,1,0,0,0,0,0
19360,29,20,4.7,16.59765942033505,1,0,0,0,0,1
19361,14,21,4.9,13.583068670275285,0,0,0,0,0,0
19362,33,32,4.6,7.772282029629311,0,0,1,0,0,0
19363,29,31,4.9,9.314044064891696,0,0,0,0,0,1
19364,11,26,4.9,14.15280068944862,0,0,0,0,0,1
19365,27,25,5.0,13.680987399157162,1,0,0,0,0,0
19366,41,33,4.7,12.58026782240096,0,0,0,0,0,0
19367,44,23,4.7,20.176709024393567,0,0,1,0,0,1
19368,35,36,4.3,19.363385329656776,0,0,0,0,0,1
19369,28,34,4.7,4.560961191343599,0,1,0,0,0,0
19370,23,28,4.6,7.6486901013625275,1,0,0,0,0,0
19371,29,24,4.6,9.435201537430713,1,0,0,0,0,0
19372,15,35,4.9,13.973182653917394,1,0,0,0,0,1
19373,27,36,4.8,6.210543032489626,0,0,0,0,0,0
19374,16,23,4.8,7.8626681674103684,0,1,0,0,0,0
19375,12,27,4.6,4.464808750409879,0,1,0,0,0,1
19376,31,33,4.0,4.469027394505617,1,0,0,0,0,0
19377,27,28,4.5,16.849939918016496,0,1,0,0,0,0
19378,26,24,4.9,12.418408999826822,0,0,0,0,1,0
19379,35,24,4.4,3.1091253358399578,1,0,0,0,0,0
19380,15,27,4.6,11.9165950600701,0,0,1,0,1,0
19381,11,27,4.8,9.055361318453961,0,1,0,0,0,0
19382,30,50,5.0,9.077679565695691,0,0,0,1,0,0
19383,26,31,4.8,12.58026782240096,0,1,0,0,0,0
19384,48,32,4.8,14.15280068944862,0,1,0,0,0,0
19385,16,27,4.1,1.5582406301371106,0,0,1,0,0,0
19386,36,29,4.6,12.162428272788048,0,0,0,0,0,1
19387,18,24,4.6,10.756185975480651,0,1,0,0,0,0
19388,39,39,4.8,12.362235031113327,0,1,0,0,0,0
19389,36,32,4.2,14.15280068944862,0,0,1,0,0,0
19390,22,28,4.5,13.40635545530559,1,0,0,0,0,0
19391,28,33,4.1,1.536864059415262,0,0,1,0,0,0
19392,29,29,4.6,17.09806123890409,0,0,1,0,0,0
19393,30,22,4.9,10.880650831531838,0,1,0,0,0,0
19394,21,22,4.6,20.176811965426136,1,0,0,0,0,0
19395,24,29,4.8,20.183799025948787,0,0,0,0,0,0
19396,38,29,4.7,13.78666969363518,0,0,0,0,0,0
19397,34,34,4.7,3.0405415100027917,0,0,0,0,1,0
19398,37,30,3.6,13.583068670275285,0,0,1,0,0,1
19399,38,23,4.7,3.0585514953413155,0,0,0,0,0,0
19400,22,22,4.7,6.290134677634678,0,0,0,0,0,0
19401,32,20,4.4,12.417003842687146,0,0,0,0,0,0
19402,10,25,4.9,7.452607659561829,0,0,1,0,0,0
19403,13,29,4.7,1.5523182877499084,0,0,1,0,0,1
19404,23,38,4.8,2.9795405223586338,0,1,0,0,1,0
19405,29,31,4.8,11.983323050924776,0,1,0,0,0,1
19406,15,32,4.8,4.717601092054723,0,0,1,0,0,1
19407,12,24,4.6,3.0201605229873048,0,0,1,0,0,1
19408,41,21,4.9,13.405883851779583,1,0,0,0,0,0
19409,11,38,4.8,3.104827485600479,0,1,0,0,0,0
19410,16,37,4.5,3.145067434621583,0,0,0,0,0,1
19411,17,29,4.8,4.674143698976439,0,0,0,0,0,0
19412,40,38,4.1,10.587732954177069,0,0,0,0,0,0
19413,31,32,4.4,9.07484893630857,0,1,0,0,0,1
19414,23,35,4.5,1.5321547990764783,0,0,1,0,0,0
19415,11,37,4.7,4.589834614418373,0,1,0,0,0,1
19416,29,39,4.7,19.660674820590273,1,0,0,0,0,1
19417,19,20,4.8,20.50694414817788,0,0,0,0,0,1
19418,27,33,5.0,19.975741216257433,0,1,0,0,0,0
19419,16,21,4.6,9.192703790075944,1,0,0,0,0,1
19420,15,38,4.7,13.428939356135642,0,0,1,0,0,1
19421,25,34,5.0,4.469620875558295,0,1,0,0,0,1
19422,24,20,4.8,6.1186308844114,0,0,1,0,0,1
19423,43,39,4.9,10.86671605798691,1,0,0,0,0,0
19424,25,23,4.6,1.5204186010643506,0,1,0,0,0,0
19425,15,39,4.7,10.924344981907156,0,0,1,0,0,1
19426,25,34,4.6,3.1089751947120248,0,1,0,0,0,0
19427,35,25,4.8,19.362580183465894,0,1,0,0,0,0
19428,22,26,4.6,10.642283429605715,0,0,0,0,0,0
19429,41,21,5.0,13.97014466545326,0,0,1,0,0,1
19430,33,37,4.3,5.958759869151131,0,1,0,0,0,0
19431,22,21,4.8,11.007734763744619,0,0,1,0,0,1
19432,27,34,4.6,6.2323920207909005,1,0,0,0,0,0
19433,18,38,4.9,3.025345653222032,0,1,0,0,1,0
19434,30,36,4.7,10.42769256917753,0,0,0,0,0,0
19435,40,36,4.9,16.720582121841456,0,0,1,0,0,0
19436,44,33,5.0,12.073551890748645,0,0,1,0,0,0
19437,33,32,4.3,13.762197002525635,0,1,0,0,0,1
19438,37,26,4.9,16.8253834049009,0,1,0,0,0,0
19439,31,36,4.0,3.064210028101302,1,0,0,0,0,0
19440,28,26,4.8,1.5725337292863206,0,1,0,0,0,0
19441,13,21,4.6,6.218153086065015,1,0,0,0,0,1
19442,19,20,4.6,3.0271555543869777,1,0,0,0,0,0
19443,39,21,4.8,10.71119152154572,0,0,1,0,0,0
19444,20,22,5.0,10.724956120302584,0,1,0,0,0,1
19445,37,30,4.2,16.384900933459228,1,0,0,0,0,0
19446,33,33,3.7,14.15280068944862,0,0,1,0,0,1
19447,38,39,3.6,19.688324335752394,0,0,1,0,0,1
19448,44,29,4.5,11.937046205544908,1,0,0,0,0,0
19449,25,37,4.9,9.175565157006737,1,0,0,0,0,1
19450,31,28,3.5,19.661310204458474,0,1,0,0,0,0
19451,36,26,4.9,12.11655916281721,0,0,1,0,0,1
19452,36,24,4.8,3.116148933802629,0,1,0,0,0,0
19453,20,26,4.9,19.761706467413592,0,0,1,0,0,0
19454,23,23,4.8,7.449051156906713,0,0,0,0,0,1
19455,29,27,4.6,4.544085706303389,0,0,1,0,0,1
19456,16,27,4.7,1.5095756042667012,0,0,0,0,0,1
19457,31,31,4.3,12.419794286435744,0,0,0,0,0,0
19458,35,21,4.0,13.631440268080546,1,0,0,0,1,0
19459,20,28,4.7,6.128757701629757,0,0,0,0,0,0
19460,34,35,4.2,3.0405702571576674,0,0,0,0,0,0
19461,23,31,4.7,20.830884959532998,0,0,0,0,0,1
19462,19,26,4.7,3.01882678715419,0,0,1,0,1,0
19463,25,32,4.8,4.596666925181527,0,0,1,0,0,0
19464,36,36,4.5,12.435256015114375,0,0,1,0,0,0
19465,19,24,4.5,10.587588203123412,1,0,0,0,0,0
19466,30,30,4.7,4.39541794892745,0,1,0,0,0,0
19467,33,26,4.7,2.9794969556315394,0,0,1,0,0,0
19468,11,24,4.6,1.5527578022548725,0,0,1,0,1,0
19469,30,30,4.3,9.220368460607467,0,1,0,0,0,0
19470,24,33,4.7,10.867366120252033,0,0,0,0,0,1
19471,15,37,5.0,20.253258047708663,0,0,1,0,0,1
19472,23,35,4.6,1.560671234748265,0,0,1,0,0,0
19473,31,24,3.1,12.421212735966002,0,1,0,0,0,1
19474,36,34,4.7,14.15280068944862,0,1,0,0,0,0
19475,30,37,4.8,10.593374673263735,1,0,0,0,0,1
19476,27,30,4.9,1.5606496923639468,0,1,0,0,0,1
19477,34,36,4.1,7.546781220484458,0,0,1,0,0,0
19478,12,28,4.6,10.280582064621875,1,0,0,0,0,1
19479,24,27,4.7,7.761498257466441,0,0,1,0,0,0
19480,34,25,4.2,17.13737798601516,1,0,0,0,1,0
19481,15,26,5.0,4.53754359959467,0,0,0,0,1,0
19482,26,30,4.8,3.1088209178699793,0,0,1,0,0,0
19483,28,33,5.0,6.217824017922212,0,0,1,0,0,0
19484,35,33,4.3,13.969760212954796,0,0,1,0,0,1
19485,23,29,4.9,9.314965469327513,0,1,0,0,0,1
19486,23,21,4.7,4.5379053231429145,0,1,0,0,0,1
19487,42,27,4.5,19.890503583967206,0,1,0,0,0,0
19488,22,25,4.7,9.088013799330469,0,0,1,0,0,0
19489,35,30,3.6,12.232070021478211,0,1,0,0,0,1
19490,20,37,4.8,16.852118690780628,0,0,0,0,0,0
19491,27,36,4.9,6.080891507842322,0,1,0,0,0,0
19492,33,25,4.3,20.557590810035762,0,0,0,0,0,1
19493,19,36,4.7,20.182685858169084,1,0,0,0,0,0
19494,49,38,4.4,20.182482607604513,0,0,0,0,0,0
19495,29,21,4.8,4.674333788013509,0,1,0,0,0,0
19496,47,30,4.7,13.682511992314726,0,0,1,0,0,0
19497,54,39,5.0,10.866360907886408,1,0,0,0,0,0
19498,29,23,4.5,4.537571350180709,0,0,1,0,0,0
19499,24,29,4.6,6.050551152462876,1,0,0,0,0,1
19500,15,24,4.4,9.315028811002955,0,0,1,0,0,0
19501,26,20,4.7,10.905970180191666,0,0,1,0,0,0
19502,28,28,5.0,7.761160094160204,1,0,0,0,0,0
19503,21,33,5.0,10.485499560424321,0,0,1,0,0,1
19504,23,29,4.5,19.659851482292062,0,0,0,0,0,0
19505,26,22,4.6,19.975696041451314,1,0,0,0,0,0
19506,26,35,4.8,3.059554247595471,0,0,1,0,0,0
19507,35,37,4.9,4.610285665960067,0,0,1,0,0,1
19508,11,33,4.8,3.0268459094260796,0,0,1,0,0,1
19509,18,23,4.8,16.646545996493984,0,0,1,0,0,1
19510,34,29,4.7,12.257687886802879,0,0,1,0,0,1
19511,10,24,4.7,11.936655706668688,0,0,0,0,0,0
19512,42,24,5.0,13.830282747997192,0,0,1,0,0,0
19513,37,26,4.3,11.007734763744619,1,0,0,0,0,0
19514,21,31,4.6,6.1198667120156145,0,1,0,0,0,0
19515,38,32,3.8,11.937006781135741,0,0,1,0,1,0
19516,26,29,5.0,4.717601092054723,0,0,1,0,1,0
19517,26,30,4.7,1.53691398960797,0,0,0,0,0,1
19518,26,36,4.9,19.363385329656776,0,1,0,0,0,1
19519,27,34,4.7,17.098467518755893,0,1,0,0,0,1
19520,23,27,4.6,10.602497166339631,0,1,0,0,1,0
19521,21,36,4.9,6.128684140033282,0,1,0,0,0,0
19522,37,39,5.0,5.959266895919677,0,1,0,0,0,0
19523,18,36,4.6,7.441031749342314,0,0,1,0,0,1
19524,46,35,4.6,12.29361121840287,0,0,1,0,0,0
19525,36,29,4.6,13.620357163029357,0,1,0,0,0,0
19526,49,34,4.4,10.7555029596215,0,0,0,0,0,1
19527,23,28,4.6,13.785027203355993,0,1,0,0,0,1
19528,22,29,4.8,6.232341754608859,0,1,0,0,0,0
19529,11,36,4.8,3.0640094555094217,0,0,1,0,0,1
19530,11,29,4.7,19.688565914789702,0,0,1,0,0,1
19531,18,30,4.9,2.979763497462109,1,0,0,0,0,0
19532,21,25,4.5,6.290134677634678,0,0,0,0,0,1
19533,15,21,5.0,1.5293087736834534,0,1,0,0,0,1
19534,19,21,4.8,7.7635043374686274,0,0,1,0,0,1
19535,25,28,4.9,9.363582612380203,0,0,1,0,0,1
19536,26,38,4.8,7.7631971453288875,0,1,0,0,0,0
19537,18,37,4.7,1.5527001583674398,1,0,0,0,0,0
19538,35,21,4.1,20.853426491969202,0,1,0,0,0,0
19539,23,36,5.0,4.560740459631507,1,0,0,0,0,0
19540,24,35,4.6,3.0405702571576674,0,0,0,0,0,1
19541,34,37,4.8,1.554619810773694,0,0,1,0,0,1
19542,39,30,4.3,20.253748386838097,1,0,0,0,0,1
19543,31,38,4.7,10.586817607222981,0,0,0,0,0,0
19544,24,38,4.8,9.31563208704705,0,1,0,0,0,0
19545,21,28,4.9,9.314419797615273,0,0,0,0,0,0
19546,16,25,4.9,16.648636987261938,0,1,0,0,0,1
19547,34,32,4.9,17.07644834661623,0,0,1,0,0,0
19548,16,37,4.9,4.6576255671472415,0,0,0,0,0,0
